dataset,model,seed,interface,representation_id,shape_match,train_relative_error,validation_relative_error,test_relative_error
sylvine,catboost,0,PCA-canonicalization,pca__v1__orthogonal_all__m7,True,3.3333071889938788e-15,3.34186636725518e-15,3.3719395585771507e-15
sylvine,catboost,1,GramAnchor-m16,gram_anchor__pivot_tie_v2__orthogonal_all__m0,True,9.026681310873377e-16,9.092532404259125e-16,9.157062704372413e-16
sylvine,catboost,1,GramAnchor-m16,gram_anchor__pivot_tie_v2__orthogonal_all__m1,True,8.384176871349936e-16,8.499984008691851e-16,8.508687444980016e-16
sylvine,catboost,1,GramAnchor-m16,gram_anchor__pivot_tie_v2__orthogonal_all__m2,True,8.065772048015782e-16,8.142481599487694e-16,8.15324245799245e-16
sylvine,catboost,1,GramAnchor-m16,gram_anchor__pivot_tie_v2__orthogonal_all__m3,True,8.946635378515574e-16,9.043065679844796e-16,9.088768220561345e-16
sylvine,catboost,1,GramAnchor-m16,gram_anchor__pivot_tie_v2__orthogonal_all__m4,True,1.0140721056234395e-15,1.0249665299167892e-15,1.0138600848341284e-15
sylvine,catboost,1,GramAnchor-m16,gram_anchor__pivot_tie_v2__orthogonal_all__m5,True,8.183120019966664e-16,8.228119925311599e-16,8.247255668727712e-16
sylvine,catboost,1,GramAnchor-m16,gram_anchor__pivot_tie_v2__orthogonal_all__m6,True,8.00668556773673e-16,8.031730118626108e-16,8.046764164379101e-16
sylvine,catboost,1,GramAnchor-m16,gram_anchor__pivot_tie_v2__orthogonal_all__m7,True,7.916951607296198e-16,7.945117655434882e-16,7.978631861127006e-16
sylvine,catboost,1,RankAdaptiveGram,rank_adaptive_gram__orthogonal_all__m0,True,1.1493642033524928e-15,1.1559338833391239e-15,1.1745752328441285e-15
sylvine,catboost,1,RankAdaptiveGram,rank_adaptive_gram__orthogonal_all__m1,True,1.0505882705805047e-15,1.0676066261388268e-15,1.0722450385557692e-15
sylvine,catboost,1,RankAdaptiveGram,rank_adaptive_gram__orthogonal_all__m2,True,9.361744035922436e-16,9.44642729581105e-16,9.527191638502678e-16
sylvine,catboost,1,RankAdaptiveGram,rank_adaptive_gram__orthogonal_all__m3,True,1.0830881152261642e-15,1.098171378732162e-15,1.1092304985150952e-15
sylvine,catboost,1,RankAdaptiveGram,rank_adaptive_gram__orthogonal_all__m4,True,1.331596381937325e-15,1.3475075414869897e-15,1.3362852291745734e-15
sylvine,catboost,1,RankAdaptiveGram,rank_adaptive_gram__orthogonal_all__m5,True,1.032985894080228e-15,1.0428083958013363e-15,1.047149808796056e-15
sylvine,catboost,1,RankAdaptiveGram,rank_adaptive_gram__orthogonal_all__m6,True,9.74166033687322e-16,9.760699551978172e-16,9.82784859174964e-16
sylvine,catboost,1,RankAdaptiveGram,rank_adaptive_gram__orthogonal_all__m7,True,9.488762138535394e-16,9.528575257013357e-16,9.591688117194657e-16
sylvine,catboost,1,PCA-canonicalization,pca__v1__orthogonal_all__m0,True,5.805797067979005e-15,5.776749800692752e-15,5.888485711900783e-15
sylvine,catboost,1,PCA-canonicalization,pca__v1__orthogonal_all__m1,True,3.2079407073443637e-15,3.2374018983527738e-15,3.2192956462602807e-15
sylvine,catboost,1,PCA-canonicalization,pca__v1__orthogonal_all__m2,True,4.064368379832092e-15,4.088573337059698e-15,4.090932576827482e-15
sylvine,catboost,1,PCA-canonicalization,pca__v1__orthogonal_all__m3,True,4.075890619895633e-15,4.070637414838703e-15,4.129521625283737e-15
sylvine,catboost,1,PCA-canonicalization,pca__v1__orthogonal_all__m4,True,5.231181395542487e-15,5.221226608735451e-15,5.2659142706196254e-15
sylvine,catboost,1,PCA-canonicalization,pca__v1__orthogonal_all__m5,True,3.778528313799112e-15,3.8262077780779135e-15,3.798373438317397e-15
sylvine,catboost,1,PCA-canonicalization,pca__v1__orthogonal_all__m6,True,7.980263891238306e-15,7.969984135157187e-15,8.045549136838344e-15
sylvine,catboost,1,PCA-canonicalization,pca__v1__orthogonal_all__m7,True,3.3333071889938788e-15,3.34186636725518e-15,3.3719395585771507e-15
