dataset,model,seed,method,strength,width,baseline_parameter_count,parameter_count,parameter_error_fraction,input_features,parameters,best_epoch,train_loss,val_loss,test_loss,val_metric,test_metric,first_gradient_norm,first_weight_norm,first_update_ratio,train_seconds
tabred-maps-routing,mlp,20260850,anchor_riesz_representer,1.0,128,3112321,3112449,4.1126863199522154e-05,24185,3112449,6,0.18374842405319214,0.1959494948387146,0.20037728548049927,0.1671194274294976,0.16899704296065465,4.803430080413818,11.917506217956543,0.2692517638206482,27.30962824798189
tabred-maps-routing,mlp,20260850,anchor_wrong_representer,1.0,128,3112321,3112449,4.1126863199522154e-05,24185,3112449,6,0.18374842405319214,0.1959494948387146,0.20037728548049927,0.1671194274294976,0.16899704296065465,4.803430080413818,11.917506217956543,0.2692517638206482,27.55811275006272
tabred-maps-routing,mlp,20260851,anchor_riesz_representer,1.0,128,3112321,3112449,4.1126863199522154e-05,24185,3112449,9,0.17270322144031525,0.19567717611789703,0.20068228244781494,0.16700326839963964,0.16912561223944067,5.134045124053955,12.814687728881836,0.2691414952278137,39.36996476305649
tabred-maps-routing,mlp,20260851,anchor_wrong_representer,1.0,128,3112321,3112449,4.1126863199522154e-05,24185,3112449,9,0.17270322144031525,0.19567717611789703,0.20068228244781494,0.16700326839963964,0.16912561223944067,5.134045124053955,12.814687728881836,0.2691414952278137,38.45573747693561
tabred-maps-routing,mlp,20260852,anchor_riesz_representer,1.0,128,3112321,3112449,4.1126863199522154e-05,24185,3112449,11,0.1728428453207016,0.19460906088352203,0.19969189167022705,0.16654684577224543,0.16870777052190533,6.619663238525391,13.157768249511719,0.269426554441452,42.174157842993736
tabred-maps-routing,mlp,20260852,anchor_wrong_representer,1.0,128,3112321,3112449,4.1126863199522154e-05,24185,3112449,11,0.1728428453207016,0.19460906088352203,0.19969189167022705,0.16654684577224543,0.16870777052190533,6.619663238525391,13.157768249511719,0.269426554441452,39.03550056600943
tabred-maps-routing,resnet,20260850,anchor_riesz_representer,1.0,128,3228417,3228545,3.964791413252997e-05,24185,3228545,15,0.1687260866165161,0.18987606465816498,0.19279934465885162,0.16450912340314972,0.1657706482719732,36.11178207397461,27.56822967529297,0.2692860960960388,77.38212501001544
tabred-maps-routing,resnet,20260850,anchor_wrong_representer,1.0,128,3228417,3228545,3.964791413252997e-05,24185,3228545,15,0.1687260866165161,0.18987606465816498,0.19279934465885162,0.16450912340314972,0.1657706482719732,36.11178207397461,27.56822967529297,0.2692860960960388,84.19292298820801
tabred-maps-routing,resnet,20260851,anchor_riesz_representer,1.0,128,3228417,3228545,3.964791413252997e-05,24185,3228545,10,0.18287339806556702,0.19303351640701294,0.1972174197435379,0.16587129167783132,0.16765924512947095,63.98682403564453,20.865880966186523,0.2691854238510132,63.82706374395639
tabred-maps-routing,resnet,20260851,anchor_wrong_representer,1.0,128,3228417,3228545,3.964791413252997e-05,24185,3228545,10,0.18287339806556702,0.19303351640701294,0.1972174197435379,0.16587129167783132,0.16765924512947095,63.98682403564453,20.865880966186523,0.2691854238510132,53.36374116898514
tabred-maps-routing,resnet,20260852,anchor_riesz_representer,1.0,128,3228417,3228545,3.964791413252997e-05,24185,3228545,11,0.17460334300994873,0.1900591105222702,0.19490733742713928,0.1645884004783511,0.16667442493144335,37.65996551513672,23.267807006835938,0.26945650577545166,65.24608791200444
tabred-maps-routing,resnet,20260852,anchor_wrong_representer,1.0,128,3228417,3228545,3.964791413252997e-05,24185,3228545,11,0.17460334300994873,0.1900591105222702,0.19490733742713928,0.1645884004783511,0.16667442493144335,37.65996551513672,23.267807006835938,0.26945650577545166,64.1779683129862
