dataset,problem_type,model,seed,alpha,raw_loss,method_loss,trivial_loss,absolute_task_difference,relative_task_difference,safety_denominator,normalized_excess_risk,denominator_sensitive,bootstrap_mean_C,bootstrap_se_C,bootstrap_q10_C,bootstrap_q20_C,bootstrap_q80_C,bootstrap_q90_C,bootstrap_resamples
steel-plates-fault,classification,controlled_mlp,0,0.75,2.678164835674249e-05,0.06924669181499164,0.6459857848778665,0.0692199101666349,2584.602308438877,0.6459590032295097,0.10715836426238494,False,0.10812953709128406,0.025759414357661107,0.07674361073309714,0.08512162702075037,0.12962440111857831,0.14053148452144099,1000
steel-plates-fault,classification,controlled_mlp,0,0.5,2.678164835674249e-05,0.037381014331181225,0.6459857848778665,0.037354232682824486,1394.7697387872045,0.6459590032295097,0.057827559482985486,False,0.05751670185527022,0.013140785074762486,0.04134739195451171,0.04660928950665416,0.06809259940540756,0.07412325719934147,1000
steel-plates-fault,classification,controlled_mlp,0,0.25,2.678164835674249e-05,0.01631434103703315,0.6459857848778665,0.016287559388676407,608.161199479564,0.6459590032295097,0.02521454040774384,False,0.025044591517499052,0.005470312077637102,0.017927340002495826,0.020187163871878397,0.029724692975650665,0.03228834621341647,1000
steel-plates-fault,classification,controlled_mlp,0,0.0,2.678164835674249e-05,2.678164835674249e-05,0.6459857848778665,0.0,0.0,0.6459590032295097,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1000
steel-plates-fault,classification,controlled_mlp,1,0.75,0.00038530863263939785,0.09460992319512529,0.6459857848778665,0.09422461456248589,244.54322218798742,0.6456004762452271,0.14594879965159024,False,0.14796312499516506,0.02774312334761946,0.11405089590286925,0.12524018104790344,0.17128159101195017,0.18404154848606719,1000
steel-plates-fault,classification,controlled_mlp,1,0.5,0.00038530863263939785,0.05171309801344299,0.6459857848778665,0.05132778938080359,133.2121448440014,0.6456004762452271,0.07950395216453816,False,0.0795633160945001,0.014620522925134131,0.060123749140412956,0.06651744753701098,0.09187136987858026,0.09920994595812765,1000
steel-plates-fault,classification,controlled_mlp,1,0.25,0.00038530863263939785,0.022858438916360514,0.6459857848778665,0.022473130283721117,58.325011121028375,0.6456004762452271,0.03480965567811144,False,0.03482918378655143,0.006269325240696334,0.027064489990867264,0.029673052701760832,0.040075461530378095,0.042990666923753564,1000
steel-plates-fault,classification,controlled_mlp,1,0.0,0.00038530863263939785,0.00038530863263939785,0.6459857848778665,0.0,0.0,0.6456004762452271,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1000
steel-plates-fault,classification,tabm_d,0,0.75,0.0002218636186270856,0.03795544029685656,0.6459857848778665,0.03773357667822948,170.07554871649822,0.6457639212592394,0.058432463375546,False,0.058226862404122504,0.015563717496297232,0.039186809754924216,0.0451915250511596,0.07063866601978668,0.07893212213493425,1000
steel-plates-fault,classification,tabm_d,0,0.5,0.0002218636186270856,0.02207557459300394,0.6459857848778665,0.021853710974376855,98.50065147954324,0.6457639212592394,0.033841641279311684,False,0.03350949512249761,0.008109911883550546,0.023499596530443995,0.02632364713660478,0.04006434385939645,0.04439417982093337,1000
steel-plates-fault,classification,tabm_d,0,0.25,0.0002218636186270856,0.010166926197085327,0.6459857848778665,0.00994506257845824,44.825116618935944,0.6457639212592394,0.015400461764827884,False,0.015336978467840367,0.003594952090991089,0.010698180957674396,0.012073557104102529,0.018452836843450608,0.020082695992650154,1000
steel-plates-fault,classification,tabm_d,0,0.0,0.0002218636186270856,0.0002218636186270856,0.6459857848778665,0.0,0.0,0.6457639212592394,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1000
steel-plates-fault,classification,tabm_d,1,0.75,0.001123829696310668,0.05618418695247594,0.6459857848778665,0.055060357256165274,48.99350625536822,0.6448619551815559,0.08538316893057128,False,0.08565210950922085,0.01800948441791322,0.06347232052818545,0.070210334714568,0.10092582801234341,0.10845376042400165,1000
steel-plates-fault,classification,tabm_d,1,0.5,0.001123829696310668,0.03372820627307295,0.6459857848778665,0.03260437657676228,29.011848222018532,0.6448619551815559,0.0505602421026416,False,0.05034962516278259,0.009192367840610992,0.03920566547563974,0.04238106396081205,0.058030475509603364,0.06284501712223681,1000
steel-plates-fault,classification,tabm_d,1,0.25,0.001123829696310668,0.016167131410744565,0.6459857848778665,0.015043301714433896,13.38574853807331,0.6448619551815559,0.02332794110981252,False,0.023174169512863278,0.003953939682549874,0.018200179500213475,0.019936046619676573,0.026534513057361132,0.02826367071947828,1000
steel-plates-fault,classification,tabm_d,1,0.0,0.001123829696310668,0.001123829696310668,0.6459857848778665,0.0,0.0,0.6448619551815559,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1000
