backbone,source,task,split,operator,validation_gain,validation_se,test_gain,validation_states,test_states,ordinary_dimensions,oof_finite
ft_transformer,ACS,acs_occupation,0,harmonic,0.0001441188664769,0.0001078145636086,0.0001218024678265,86,88,10,True
ft_transformer,ACS,acs_occupation,0,kernel_ridge,0.0199207779433181,0.0033810525574213,0.0182346137769978,86,88,10,True
ft_transformer,ACS,acs_occupation,0,knn_1,0.0068450860803211,0.0074420709315876,0.0095289674301877,86,88,10,True
ft_transformer,ACS,acs_occupation,0,knn_10,0.015969574285483,0.003765669054978,0.0166858577883738,86,88,10,True
ft_transformer,ACS,acs_occupation,0,knn_3,0.0167216349885065,0.0042258221183987,0.0137967900499604,86,88,10,True
ft_transformer,ACS,acs_occupation,0,knn_5,0.0189301161431006,0.0040662655091993,0.020449220392923,86,88,10,True
ft_transformer,ACS,acs_occupation,0,rbf,-2.4388927785652014e-05,0.0001023304523758,-8.297745824920884e-05,86,88,10,True
ft_transformer,ACS,acs_occupation,0,rbf_double,-0.000120979429626,9.979441600572488e-05,-0.000182272528674,86,88,10,True
ft_transformer,ACS,acs_occupation,0,rbf_half,0.0004308991553315,0.0001494447546793,0.0003805664399014,86,88,10,True
ft_transformer,ACS,acs_occupation,1,harmonic,5.113985695117979e-05,0.0005674888034473,0.0001590621239813,86,88,10,True
ft_transformer,ACS,acs_occupation,1,kernel_ridge,0.0295800766407281,0.0045441388396379,0.0126103202062291,86,88,10,True
ft_transformer,ACS,acs_occupation,1,knn_1,0.0124776989962454,0.0085127791666818,-0.0032314760005399,86,88,10,True
ft_transformer,ACS,acs_occupation,1,knn_10,0.0246066055056932,0.0041421580605731,0.0114060913942172,86,88,10,True
ft_transformer,ACS,acs_occupation,1,knn_3,0.0313269648703723,0.005803196484606,0.0095013844127824,86,88,10,True
ft_transformer,ACS,acs_occupation,1,knn_5,0.0313733067662978,0.0053282450381221,0.0114205026302389,86,88,10,True
ft_transformer,ACS,acs_occupation,1,rbf,-0.0002212527432761,0.0005852988235392,2.234705858950625e-06,86,88,10,True
ft_transformer,ACS,acs_occupation,1,rbf_double,-0.0003425724022118,0.0005934803114908,-6.840880530442391e-05,86,88,10,True
ft_transformer,ACS,acs_occupation,1,rbf_half,0.0003473314771767,0.0005593187265601,0.0003255367986995,86,88,10,True
ft_transformer,BTS,airline_origin_airport,0,harmonic,-0.0026510571594489,0.0012940082031008,-0.0032807164148137,43,43,328,True
ft_transformer,BTS,airline_origin_airport,0,kernel_ridge,-0.0017140436690286,0.0011880254031408,-0.0046944200024078,43,43,328,True
ft_transformer,BTS,airline_origin_airport,0,knn_1,-0.0164624076042812,0.0068501840253003,-0.0236495959641394,43,43,328,True
ft_transformer,BTS,airline_origin_airport,0,knn_10,-0.0038330756511606,0.0019801429059381,-0.0065349897939421,43,43,328,True
ft_transformer,BTS,airline_origin_airport,0,knn_3,-0.0067468655496916,0.0029374872417092,-0.0105249911277442,43,43,328,True
ft_transformer,BTS,airline_origin_airport,0,knn_5,-0.0032564787027728,0.0017987159836173,-0.0080358773243417,43,43,328,True
ft_transformer,BTS,airline_origin_airport,0,rbf,-0.0024520625335237,0.0012071329884256,-0.0032863417194454,43,43,328,True
ft_transformer,BTS,airline_origin_airport,0,rbf_double,-0.0024335839759307,0.0011921894009264,-0.0032384721979107,43,43,328,True
ft_transformer,BTS,airline_origin_airport,0,rbf_half,-0.0032317592614405,0.0016215838069815,-0.0039795813581111,43,43,328,True
ft_transformer,BTS,airline_origin_airport,1,harmonic,-0.0016941847256262,0.0004085951815417,-0.0014202488334471,43,43,335,True
